course_code	name	org_total_credits	org_type	org_lecture_credits	org_tutorial	org_practical	org_self_study	org_half_semester	org_prerequisite	org_text_reference	org_content	modtime	
MM 703	Materials Science for Corrosion Engineers	6	T 	6	0	0	0	N	0	L.H. Van Vlack, Elements of Materials Science and Engineering, 6th Ed., Addison-Wesley, 1989.S.H. Avner, Introduction to Physical Metallurgy, 2nd Ed., McGraw-Hill, 1974.	Classification of materials, Bonding in materials and crystal structure, Phase diagrams : General concepts in binary diagrams, Fe-Cr, Fe-Ni-Cr classification of alloys, ferrous and non-ferrous alloys, Heat treatment: concept of hardening, annealing, quenching, tempering, Thermomechanical treatment etc., surface hardening treatment. Solidification and its effect. Mechanical behaviour of materials; Stress strain concept of deformation; true stress true strain dislocations, Frank-read source, elastic and plastic behaviour, role of defects in mechanical properties, treatment of various mechanical tests such as hardness, impact, tensile tests with theoretical principles. Strengthening mechanism, solid solution strengthening, precipitate strengthening, work hardening etc. Fatigue of materials: Types and mechanism of creep, Development of creep resistant materials, low and high cycle fatigue and mechanism of fatigue. Fracture of materials: Griffith\302\222s theory and fracture mechanics, fracture toughness, Analysis of fractographs in relation to mode of fracture. 	2011-06-24 11:22:41.259675	
MM 704	Advances in Design for Corrosion Control	6	T 	6	0	0	0	N	0	C.R. Pludek, Design and Corrosion control, Macmillan, London, 1977.S.K. Coburn, Corrosion Source book, ASM Metals.Corrosion, Metals Handbook Vol.13, Park Ohio, 1984 9th Edition, Ohio: 1987 ASM Metals Failure Analysis and Prevention, , Metals Handbook, Vol. 11, 9th edition, Ohio, 1986.	Design of field and laboratory experiments, Galvanic, Pitting and Crevice Corrosion, Intergranular corrosion, Stress corrosion cracking and corrosion fatigue. Application of optical, scanning electron and transmission electron microscopes, x-ray diffraction, EPMA, Auger and photoelectron spectroscopy. Influence of composition and microstructure and their control and materials selection. Design involving geometry, fabrication such as welding, piping system and plant layout for corrosion prevention. Treatment of water for recirculating systems and boilers. Cathodic Protection: principle, sacrificial and impressed current systems, soil surveys, life estimation of anodes, rectifiers ? selection criteria, stray current corrosion, monitoring of CP of pipeline, tank bottoms and offshore structures. Anodic protection : Principles and applications Failure analysis : Principles and detailed methodology, case studies from various industrial failures. 	2011-06-24 11:23:31.952259	
MM 705	Characterization of Materials for Corrosion Control	6	T 	6	0	0	0	N	0	Materials Characterization, Metals Handbook Vol. 10, ASM, Ohio, 1994.D. Cullity, Elements of X-ray Diffraction, Addison Wesley, Mass, 1956.J.J. Hren, J.I. Goldstein (Eds.), Introduction to Analytical Electron Microscopy, Plenum Press, New York, 1979.	Mechanisms of various corrosion scale formation, thick layer and thin layer. Chemical analysis, Principles and method of analysis of various electron optical techniques : optical microscopy, SEM, EDAX, EPMA, SIMS, AES/ESCA, XRD, TEM, X-ray fluorescence, atomic force microscopy. Use of these techniques to analyse corrosion products, insitu corrosion scale analysis. Analysis of passive layers, thin tarnishing layers. Examples of analysis from corrosion case histories. 	2011-06-24 11:24:14.381732	
MM 706	Control of Erosion and Wear in Corrosive Environment	6	T 	6	0	0	0	N	0	Friction, Lubrication and Wear technology, ASM Metals Handbook, Vol 18, 9th edition, Ohio, 1992.Hutchings, I.M., Tribology-Friction & Wear of Engineering Materials, Edward Arnold 226 Great Britain, 1992.	Principles of friction and wear. Mechanism of adhesive and abrasive, corrosion and erosive wear. Rebinder effect Fretting and fatigue, fundamentals of erosion and erosion-corrosion and corrosion resistance, requirements for high temperature coatings, principles of CVD, PVD, plasma spraying, carburizing, and nitriding, ion implantation, laser surface alloying, life prediction of coated surface, economic consideration and future coatings requirements.	2011-06-24 11:31:01.839532	
MM 707	Destructive and Non-Destructive Evaluation for Corrosion Studies	6	T 	6	0	0	0	N	0	Materials Characterization, Metals Handbook, Vol.10, ASM, Ohio, 1994.Baldev Raj, T. Jaikumar and M. Thavasimuthu, Practical Non-destructive Testing, Narosa Pub., New Delhi, 1997.Non-destructive Evaluation and Quality Control, ASM Handbook, Vol. 17, 1989.	Microscopy and crystallography techniques. Chemical & microchemical analysis. Introduction to NDT, Surface examination methods, visual, liquid penetrant testing, magnetic particle testing, eddy current testing, volumetric examination methods, radiography (X-rays). Ultrasonics, advanced NDT methods/Ultrasonic time of flight diffraction methods, acoustic emission testing, NDT methods for the measurement of residual stresses, NDT methods for characterization of microstructures. NDT for uniform corrosion, localized corrosion (local wall thinning, crack type flaws due to CF, SCC, HE) Interaction of fracture mechanics & NDE for assessment of corrosion damage. Role of NDE in corrosion failure analysis, linear polarization & AC impedance for online monitoring. Surface Chemical characterization. 	2011-06-24 11:31:48.532925	
MM 708	Cathodic Protection Engineering	2	T 	2	0	0	0	N	0	Applegafe Z.M, Cathodic Protection , McGrowHill, New York, 1960. Morgan, Cathodic Protection, , NACE, Houston, 1987.	Fundamentals of cathodic protection, types of cathodic protection systems and anodes. Surveys, design of anode ground beds. Life time calculations, rectifier selection. Stray current corrosion problems and its prevention. Coating for various cathodic protection system and their assessment.	2011-06-24 11:32:24.899073	
MM 709	Surface Engineering of Engineering Materials	6	T 	6	0	0	0	N	0	1.011T. Burakowski and Wierzchon, Surface Engg. of Metals Principles, Equipments, Technologies, CRC Press, Boca Raton London New York, Washington, 1999.2.011Bockris, JOM, Reddy, A.K.N., Modern Electrochemistry, Plenum/Rosetta Edition, New York, 2000.3.011Fontana M.G., Corrosion Engineering, 3rd ed., McGraw Hill, New York, 1986.	Significance, design of surface layers based on mathematical modeling, rational application of surface layers, significance of the surface, the surface ? physico-chemical concepts, interphase surface ? a physical surface, surface energy, surface phenomenon, the superficial surface structure, potential properties, stereometric-physico-chemical parameters, residual stresses, adsorption, tribological properties, types of friction, the role of surface in the friction process, electrochemical nature of surface layers ? electrical structure of surface layer, corrosion resistance, anti corrosion properties, structure of metallic coatings, adhesion, hardness, ductility (elasticity), service properties, anti corrosion properties, porosity, bulging, permeability, prevention ? coatings and formation of technological surface layers, techniques of formation (mechanical, thermo-mechanical, thermal, thermo-mechanical, electrochemical and chemical), electron beam technology, Laser technology, implantation techniques (ion implantation), glow discharge methods and CVD technology, vacuum deposition by physical techniques (PVD) for surface modification.	2011-06-24 11:33:00.224481	
MM 710	Fracture Mechanics and Non Destructive Evaluation	6	T 	6	0	0	0	N	0	1.011T.L. Anderson, Fracture Mechanics: Fundamentals and Applications, CRC Press, Inc. USA, 1995.2.011D. Hull, Fractography, Cambridge Univ. Press, U.K. 1999.3.011Rechard W. Hertzberg, Deformation & Fracture Mechanics of Engineering Materials, John Wiley & Sons, USA, 1989. 4.011NDE and Quality Control Metals Handbook, Published by ASM, Metals Park, Ohio, vol. 17, , 1989.	Deformation, Defects & Fracture, Detection & Characterization of Defects using, NDT Techniques, Introduction to LEFM & EPFM, Micro-structural Aspects of Fracture Toughness, Environmental Assisted Cracking, Determination of Toughness Parameters, Quantitative NDE & Analysis of Engg. Failures, Fitness for Purpose and Life Extension.	2011-06-24 11:33:49.04632	
MM 711	Materials for Corrosion Prevention at High Temperatures	6	T 	6	0	0	0	N	0	E. Bullock et al, Research and Development of High Temperature Materials for Industry, Elsevier Sci., 1989.O. Van Der Biest, Analysis of High Temperature Materials, Appl. Sci. Pub., 1986.E. Lang, Editor, Coatings for High Temperature Applications, Appl. Sci. Pub., 1983.	Choice of materials based on their mechanical strength, creep, fatigue and toughness. Microstructural stability and corrosion resistance. General properties and application of various steels, ODS alloys, rapidly solidified materials, single crystals, intermetallics, refractories and composite materials. Need for protective coatings at high temperature, Diffusion coatings, PVD and CVD coatings, ion-plating ion sputtering, electron beam coatings, laser glazing and laser alloying. 	2011-06-24 11:34:25.478163	
MM 712	Advances in Design and Control of Corrosion	6	T 	6	0	0	0	N	0	C.R. Pludek, Design and Corrosion control, Macmillan, London, 1977. S.K. Couburn, Corrosion Source book, ed. NACE and ASM Metals Park Ohio, 1984. Corrosion Vol. 13, Metals Hand book 9th edition, Ohio: 1987. Failure Analysis and Prevention, Vol. 11, Metals Handbook, 9th edition, Ohio 1986.	Design of field and laboratory experiments, Galvanic, Pitting and Crevice corrosion, Intergranular corrosion, Stress corrosion cracking and Corrosion fatigue. Application of optical, scanning electron and transmission electron microscopes, X-ray diffraction, EPMA, Auger and Photo electron spectroscopy. Influence of composition and microstructure and their control and materials selection. Design involving Geometry, Fabrication such as welding, piping system and plant layout for corrosion prevention. Treatment of water for recirculating systems. Cathodic Protection: principle, classification - sacrificial and impressed current, types of anodes, soil surveys, life estimation of anodes, rectifiers-selection criteria, stray current corrosion, monitoring of CP - pipelines and offshore structures. Anodic protection : Principles and applications Failure analysis : Principles and detailed methodology, case studies from various industrial failures.	2011-06-24 12:11:52.807046	
MM 713	Aqueous Corrosion and its Control	8	T 	3	0	2	0	N	0	* Corrosion Engineering, 3rd Ed., Mars G. Fontana, * McGraw-Hill, Singapore, 1987.\015\012* Corrosion and its Control, 3rd Ed., H.H. Uhlig and R.W. Revie, John Wiley, Singapore, 1991.\015\012* Stress corrosion cracking \302\226 Theory and Practice, V S Raja and T Shoji (eds), Woodhaed Publishing Limited, Oxford, 2011,\015\012* Corrosion Failures: Theory, Case Studies and Solutions, K.E. Perumal and V.S. Raja; John Wiley & Sons, USA 2015 \015\012	Importance and cost of corrosion,  thermodynamics of corrosion, passivation, Pourbaix diagram, mixed potential theory of corrosion and its application to understand the influence of oxidizers, effect of velocity of the medium, galvanic corrosion: area relationship in both active and passive states of metals. Computation of corrosion rate\015\012Different forms of corrosion and their control viz., uniform  corrosion, galvanic corrosion, selective leaching, crevice corrosion, filliform corrosion, pitting corrosion, intergranular corrosion, erosion corrosion, fretting damage, stress corrosion cracking, corrosion fatigue, hydrogen embrittlement and microbes induced corrosion.\015\012Corrosion testing procedures, inhibitors, cathodic protection, anodic protection, materials selection.\015\012\015\012	2015-06-10 09:23:11.435506	
MM 714	Fracture and Failure Analysis of Composites	6	T 	6	0	0	0	N	0	x	x		
MM 715	Characterization of Materials for Corrosion Studies	6	T 	6	0	0	0	N	0	Materials Characterization, Metals Hand book Vol. 10, ASM., Ohio, 1994.D.Cullity, Elements of x-ray Diffraction, Addison Wesley Mass, 1956.J.Hren, J.I.Goldstein ,Introduction to Analytical Electron Microscopy, Plenum Press, New York, 1979.	Mechanisms of various corrosion scale formation, thick layer and thin layer. Chemical analysis, Principles and method of analysis of various electron optical techniques : optical microscopy, SEM, EDAX, EPMA, SIMS, AES/ESCA, XRD, TEM, x-ray fluorescence, atomic force microscopy. Use of these techniques to analyse corrosion products, insitu corrosion scale analysis. Analysis of passive layers, thin tarnishing layers. Examples of analysis from corrosion case histories.	2011-06-24 12:13:37.999263	
MM 716	Nanomaterials for Advanced Electrochemical Energy Storage and Conversion	6	T 	3	0	0	0	N	0	Text/References: Since this is an advanced level course that not only deals with the                     basics but also elaborates cutting edge research developments, in                     addition to some text books mentioned here (relevant to the basics),                     a significant portion will be covered from various research reports,                     articles and review papers. Few review articles are mentioned                     below, and copies of more research/review articles relevant to the                     more specific sections to be covered in the course will be handed                     over to the students during the course.                     Text books:                         1) Nanostructured materials for electrochemical energy                             production and storage; by Leite, Edson Roberto (Ed.);                             New York: Springer (2009) (available in Institute library)                         2) Fundamental studies connected with electrochemical                             energy storage; by E.Buck; Washington, DC: NASA                             (1975) (available in Institute library)                                         2   3) Lithium         Ion        Batteries302227Fundamentals         and       Performance;by W. Wakihara, and O. Yamamoto       (eds);Kodansha-Wiley-VCH, Weinheim (1998)   4) Electrochemical Supercapacitors; by B. E. Conway;       Kluwer Academic/Plenum; New York (1999)   5) Fuel cells: from fundamentals to applications; by       Supramaniam Srinivasan; Springer Science + Business       Media; New York (2006)Journal (review) articles (Institute has online access to all):   1) A. S. Arico, P. Bruce, B. Scrosati, J. M. Tarascon, W. V.       Schalkwijk; Nanostructured materials for advanced energy       conversion and storage devices. Nature Materials 4 (2005)       366-377   2) J. M. Tarascon, M. Armand; Issues and challenges facing       rechargeable lithium batteries. Nature 414 (2001) 359-367   3) C. Arbizzani, M. Mastragostino, S. Soavi; New trends in       electrochemical supercapacitors. Journal of Power Sources       100 (2001)164302226170   4) E. Frackowiak, F. Beguin; Carbon materials for the       electrochemical storage of energy in Capacitors. Carbon 39       (2001) 937302226950   5) S. Srinivasan, R. Mosdale, P. Stevens, C. Yang; Fuel cells:       reaching the era of clean and efficient power generation in       the twenty-first century. Annu. Rev. Energy Environ. 24       (1999) 281302226238	vii List of topics to be covered (list is not exhaustive):    302225   Brief introduction to nanomaterials    302225   Overview of the basic characteristic differences between        nanomaterials and more conventional materials    302225   Brief overview of the electrochemical interfaces at the        nano-level (in more general terms)    302225   Overview of the various types and architectures of        nanomaterials with relevance to applications in energy        storage/conversion        devices        (including  carbon        nanostructures,      oxide         nanostructures,  metallic        nanostructures, polymer nanostructures, nanocomposites,        various 0D, 1D, 2D, 3D nano-architectures)    302225   Introduction to the working principles and importance        of advanced electrochemical energy storage and        conversion devices (Li-ion batteries, supercapacitors, fuel                     1  cells)302225 Materials characteristics/properties required for use as  electrode and electrolyte materials (covering aspects right  from effects of crystal structures, crystallographic  orientations, effects of different dimensions at different  scales, overview of the effects of nanoscaled dimensions,  dimensional/structural stability during operation, surface  areas/properties, issues related to diffusivity, relevant  mechanical and physical properties including electrical  conductivity)302225 Advantages of nanomaterials with respect to such  characteristics as well as special beneficial aspects of  nanostructured materials (improvements in the relevant  material properties and concomitantly performance in terms  of energy densities, power/rate capabilities, cycle life,  design considerations, safety aspects and other relevant  details)302225 Problems associated with the synthesis of nanomaterials  and      their    use     in    electrochemical     energy  storage/conversion devices and ways to overcome such  limitations302225 Nanomaterials presently        in   use   in   the  energy  storage/conversion devices302225 Potential nanomaterials and nanostructures deemed to  further enhance the functionalities significantly302225 Current state and necessities for continuing  fundamental       research     on     fabricating/designing  nanomaterials for such applications	2013-04-17 12:10:59.725925	
MM 717	Electrochemical Materials Science	6	T 	3	0	0	0	N	""	1. Fundamentals of Electrochemistry, 2nd Edition\015\012Vladimir S. Bagotsky (Editor), John A. Wiley & Sons.\015\0122. Electrochemistry for Materials Science;\015\012Walfried Plieth; 2008 Elsevier Science\015\0123. Nanostructured Materials in Electrochemistry, Ali\015\012Eftekhari, 2008 Wiley-VCH Verlag GmbH & Co.\015\012KGaA\015\012	1. The scope of electrochemistry in development of\015\012advanced materials and devices.\015\012i) Structure of metals, single crystal surfaces, metal  &\015\012semiconductor band structure\015\012ii) Electrochemical cell, Electrode potential, Standard\015\012electrode       potential,     Thermodynamics          of\015\012electrochemical reaction, Nernst equation, Reference\015\012electrode,    Pourbiax      diagram,     electrochemical\015\012efficiency.\015\0122. The electrode-solution interface\015\012 Ideally polarizable electrodes ; The Gouy\302\226Chapman\015\012theory, The Helmholtz capacity; The potential of zero\015\012charge; The semiconductor-electrolyte interface;\015\012Potential profile and band bending; Thermodynamics\015\012of electrode-electrolyte interface;\015\0123. Electrochemical kinetics: Polarization, Butler \302\226\015\012Volmer equation, Tafel equation, Linear polarization,\015\012Mass transport effect.\015\0124. Electrochemical processing of Materials:\015\012Scope, state-of-the-art and opportunity. Overview of\015\012electrochemical processing methods.\015\012i) Electrodeposition, principles & mechanism,\015\012nucleation and growth, Microstructure Control of\015\012Plated Films, Additives, Electrodeposition of alloy,\015\012Electrodeposition of metal and semiconductor\015\012nanostructures, electrodeposition into template.\015\012Electroless deposition. UPD, EPD, Applications in\015\012semiconductor and magnetic recording industry and\015\012corrosion protection.\015\012ii) Electrochemical Atomic Layer Epitaxy (ECALE)\015\012iii) Electrochemical dissolution: principle of\015\012electrochemical dissolution of metals, formation and\015\012properties of anodic Porous Alumina, AAT synthesis\015\012of nanowires and nanotubes, Anodization of\015\012semiconductors,        nanoporous        metals     and\015\012semiconductor electrodes, porous Si, TiO2 & ZnO2\015\012iv) Aqueous Processing of Metals: Electrowinning and\015\012Electrorefining\015\0125. Electrochechemical devices:\015\012Principle and operation of energy storage and\015\012conversion devices. Efficiency of electrochemical\015\012devises, factors affecting efficiency of electrochemical\015\012devices, Electrochemical capacitor, principle\015\012                                                    and\015\012operations; Fuel cell, types of fuel cell, Battery, Dye\015\012sensitized solar cell, Materials requirement for\015\012electrochemical devices, Electrochemical sensors and\015\012actuators, detection principles, sensitivity, factors\015\012affecting sensitivity, examples and biosensors.\015\012Electrocatalyst.\015\012		
MM 718	Laser Processing and Nanostructures	6	T 	3	0	0	0	N	""	1)Fundamentals of Photonics (by Saleh and Teich, Wiley Interscience, 2nd edition, 2007); \015\0122)Laser Electronics (by J T Verdeyen, Prentice Hall, 3rd Edition, 1995)\015\0123)Nanophotonics (by P N Prasad,Wiley Interscience, 2004)\015\012	Fundamentals of Laser, Continuous and pulsed Laser concept, Laser safety and best practices, Fundamentals of Laser Material Interactions, \015\012Introduction to Nanotechnology, Nanomaterials, Semiconducting and metallic nanoparticles, Synthesis/fabrication techniques of Nanomaterials, Laser induced synthesis of nanoparticles, Laser fabrication of Nanostructures for energy and bio applications\015\012		
MM 719	Inttroduction to Ab-initio Methods in Materials Modelling	6	T 	3	0	0	0	N	""	1)Electronic Structure and the properties of Solids: The Physics of the Chemical Bond \302\226 Walter A Harrison (Dover Publications, Inc.) 1989\015\0122)Electronic Structure: Basic Theory and Practical Methods \302\226 Richard M. Martin (Cambridge University Press) 2004\015\0123)Plane Waves, Pseudopotentials, and the LAPW method \302\226 David J. Singh and Lars Nordstorm (Springer) 2nd edition \015\012	Pair potentials, Variational principles,  Born \302\226 Oppenheimer Approximation,  Hartree Approximation, Hartree \302\226 Fock Approximation, , Introduction to Molecular Dynamics, Introduction to Density Functional Theory,  Case studies 		
MM 720	Organic Semiconductors and Devices	6	T 	3	0	0	0	N	""	1)Hagen Klauk, 302223Organic Electronics: Materials, Manufacturing and Applications302224, Wiley-VCH, 20062)Wolfgang Bruetting, 302221Physics of Organic Semiconductors302222, Wiley-VCH, 2005	Introduction; Fundamental of organic semiconductors (Bonding, Conjugation, Hybridization, Electronic structure); Charge injection and transportOptical phenomenon (light emission/absorption) and their processingFilm deposition techniquesStructure-property relationshipsPatterning, Printing, EncapsulationElectro-optical devices (Organic Light emitting diodes, thin film transistors, photovoltiacs, memory, sensors)	2012-07-18 17:45:22.236857	
MM 721	Fatigue, Creep and Superplasticity	6	T 	3	0	0	0	N	0	1)T.H. Courtney, Mechanical behavior of materials, 2nd edition (2005), Waveland Press Inc., USA.\015\0122)M.A. Meyers and K.K. Chawla, Mechanical behavior of materials, 2nd edition (2009) Cambridge University press, UK.\015\0123)S. Suresh, Fatigue of materials, 2nd edition (1998) Cambridge University press, UK.\015\0124)ASM handbook, Mechanical testing and evaluation, Volume 8 (2000).\015\0125)D. Caillard, J.L. Martin, Thermally activated mechanisms in crystal plasticity, 1st edition Volume 8 (Pergamon materials series) (2003) Elsevier science Ltd., UK.\015\0126)J.P. Poirier, Creep of crystals: High temperature deformation processes in metals, ceramics and minerals, (1985/Reprint-2005) Cambridge University press, UK (&USA).\015\0127)K.A. Padmanabhan, G.J. Davies, Superplasticity: Mechanical and structural aspects, environmental effects, fundamentals and applications (materials research and engineering) (1980) Springer-Verlag, NY, USA.\015\0128)T.G. Nieh, J. Wadsworth, O.D. Sherby, Superplasticity in Metals and Ceramics, (1997/2005) Cambridge University press, UK.\015\0129)Selected scientific publications/review articles.	Materials response to cyclic loading, Types of fluctuating cycles, Fatigue parameters, Fatigue testing, S-N curve, Low cycle and high cycle fatigue, Manson-Coffin law, Basquin model, Fatigue crack nucleation and crack growth, Fatigue damage accumulation theory, Effect of metallurgical variables. Case studies on fatigue of structural materials and some medical implants.\015\012Thermal activation processes, Creep, Creep testing, Creep curves, Factors affecting creep deformation, Creep mechanisms, Deformation mechanism maps, Stress rupture, Case studies on creep of superalloys and other high temperature materials, Superplasticity, Grain boundary sliding, Cavity nucleation and growth, High strain rate superplasticity, Superplastic forming.		
MM 722	Molecular Simulations for Mateirals Engineering 	6	T 	2	1	0	0	N	""	1)Understanding Molecular Simulations: From Algorithms to Applications by Daan Frenkel and Berend Smit (Academic Press, 2002)\015\0122)Molecular Dynamics Simulation: Elementary Methods by J. M. Haile (Wiley-Blackwell, 1997)\015\0123)Introduction to Practice of Molecular Simulation: Molecular Dynamics, Monte Carlo, Brownian Dynamics, Lattice Boltzmann and Dissipative Particle Dynamics by Akira Satoh (Elsevier Insights, 2010)\015\012	Lecture and Tutorials: (Numbers are an indication of important topics, not of the number of lectures.)\015\0121.Brief overview of statistical mechanics: Equilibrium and ergodicity, Time- and ensemble-averages, Partition function\015\0122.Statistical ensembles\015\0123.Molecular dynamics simulations: Basic algorithm, Initialization, Integration of equations of motion, Verlet algorithm, Neighbour-lists, Boundary conditions, Force-fields, Long-range interactions \302\226 Ewald sums, Particle mesh approach, Thermostats and barostats\015\0124.Free energy calculation methods: Umbrella sampling, Thermodynamic perturbation\015\0125.Brief introduction to coarse-grained simulation methods: Langevin equation, Langevin and Brownian dynamics method\015\0126.Demonstration of ergodic hypothesis: \015\0127.Calculation of radial density distribution function and diffusivity\015\0128.Implementation of a basic molecular dynamics algorithm\015\0129.Implementation of free energy calculation methods: Examples of umbrella sampling and thermodynamic perturbation\015\01210.Implementing molecular dynamics simulation using open-source packages (LAMMPS)\015\01211.Examples from different materials systems emphasizing the role of microstructure in determining materials properties:\015\012a.Radiation damage in metals\015\012b.Calculation of grain boundary energies\015\012c.Twin boundaries in metal deformation\015\012d.Dispersion of nanoparticles (e.g. carbon nanotubes in water)\015\012e.Dynamics o		
MM 723	Thermoelectric Materials 	6	T 	3	0	0	0	N	""	\302\267 Rowe, D.M., Ed. CRC Handbook of\015\012Thermoelectrics CRC Handbook, Boca Raton,\015\012FL, USA, (2013).\015\012\302\267 Rowe, D.M., Ed. CRC Handbook of\015\012Thermoelectrics: Macro to Nano; RC: Boca\015\012Raton, FL, USA, (2006).\015\012\302\267 Rowe, D.M., Ed. CRC Handbook of\015\012Thermoelectrics. RC, Boca Raton, FL, USA,\015\012(1995).\015\012\302\267 Ioffe, A., Semiconductor Thermoelements\015\012and Thermoelectric Cooling; Infosearch, ltd.:\015\012London, UK, (1957).\015\012\302\267 Fistul, V.I., Heavily Doped Semiconductors;\015\012Plenum Press ,New York, 1969\015\012\302\267 Ravich Yu.I., Efimova B.A., Smirnov I.A.,\015\012Semiconducting Lead Chalcogenides; Plenum\015\012Press, New York-London, 1970\015\012\302\267 Putley, E.H., The Hall Effect and Semi-\015\012Conductor Physics; Dover Publications, New\015\012York, 1968.\015\012\302\267 Tritt, T.M., Thermal Conductivity: Theory,\015\012Properties and Applications, Kluwer\015\012Academic/Plenum Publishers, New York, 2004.\015\012\302\267 Ashcroft, N.W., Mermin, N.D., Solid State\015\012Physics., Holt, Rinehart and Winston, New\015\012York, 1976.	Thermoelectric Effects,\015\012Semiconductor Physics: conduction processes,\015\012energy spectrum, transport equations, charge carrier\015\012and phonon scattering,\015\012Measurement of thermoelectric properties,\015\012Thermoelectric materials and manufacturing\015\012processes,\015\012Thermoelectric Systems and Applications,\015\012Modeling of thermoelectric transport.		
MM 724	Plasma Processing of Materials 	6	T 	3	0	0	0	N	""	Introduction to Plasma physics and controlled\015\012fusion : Volume 1 : Plasma physics\015\012Francis F. Chen, Springer, 2nd ed. 1984. Corr. 2nd\015\012printing 2006 edition (31 May 2006) ISBN-13:\015\012978-0306413322\015\012Principles of Plasma Diagnostics\015\012I.H. Hutchinson, Cambridge Univeirsity Press,\015\0122005.\015\012Principles of Plasma Discharges and Materials\015\012Processing\015\012Michael A. Lieberman, Alan J. Lichtenberg, 2nd\015\012edition, John Wiley& Sons, 2005, ISBN:\015\0120471724246, 9780471724247\015\012Cold Plasma Materials Fabrication: From\015\012Fundamentals to Applications\015\012Alfred Grill, ISBN: 978-0-7803-4714-4, March\015\0121994, Wiley-IEEE Pres\015\012Industrial Plasma Engineering: Volume 1:\015\012Principles\015\012J.Reece Roth, CRC Press, 1995, 1420050869,\015\0129781420050868\015\012Industrial Plasma Engineering: Volume 2-\015\012Applications to Nonthermal Plasma Processing.\015\012CRC Press, 2001, ISBN:0750305452,\015\0129780750305457.\015\012Thermal Plasma Torches, Design,\015\012characteristics, Application,\015\012M.F. Zhukov, I.M. Zasypkin, Cambridge\015\012Int.Science Publishing, 2006, ISBN:1904602029,\015\0129781904602026\015\012Plasma-Spray Coating: Principles and\015\012Applications\015\012Robert B.Heimann, 2nd edition, John Wiley & Sons,\015\0122008, ISBN: 3527614842, 9783527614844	Science of processing plasmas\015\012Introduction to plasmas, plasma parameters, Debye\015\012length, plasma frequence, electron temperature and\015\012related physical phenomenon (shielding, plasma\015\012oscillations and interaction with wall), equilibrium and\015\012non equilibrium plasmas, Saha equation and LTE\015\012Model, elementary processes in plasmas.\015\012Vacuum technology basics\015\012Basic terms and concepts in vacuum technology,\015\012vacuum pumps: Rotary pump, roots pump, diffusion\015\012pump, pump fluid backstreaming and its suppression\015\012(vapor barriers, baffles), sorption, pumps, adsorption\015\012pumps, sputter-ion pumps, cryopumps, turbo molecular\015\012pump, evacuation of a vacuum chamber and\015\012determination of pump sizes, vacuum measurement,\015\012monitoring, control and regulation, vacuum leak\015\012detection.\015\012Production and characteristics of low temperature\015\012plasmas\015\012Basic discharge physics, flow discharges, DC, radiofrequency\015\012(RF) discharges, capacitive RF discharge.\015\012Inductive RF discharge, matching circuits and\015\012applications of RF discharges. Microwave discharge\015\012Electron-cyclotron resonance (ECR) discharge. Surface\015\012wave discharge. Production of arcs and its\015\012characteristics, ICP reactor, Helicon and other highdensity\015\012sources, dielectric barrier discharges,\015\012atmospheric pressure plasmas, Decontamination of\015\012gaseous waste. Surface treatments.\015\012Diagnostics of processing plasmas\015\012Probe diagnostics, Langmuir probes in DC and RF\015\012discharge, magnetic probes, electron and ion energy\015\012analysers, spectroscopic diagnostics, Interferometers\015\012etc.\015\012Low pressure plasma processing\015\012Design of plasma sources, plasma assisted CVD,\015\012deposition of diamond and diamond like carbon\015\012coatings, superhard coatings, biocompatible coatings,\015\012solar cells, plasma assisted PVD (sputtering), plasma\015\012nitriding, carbiding and carbonnitriding, RIE discharge,\015\012plasma etching, plasma polymerization, plasma\015\012treatment of polymers and textiles, plasma source ion\015\012implantation, atmospheric pressure cold plasma jets and\015\012materials processing.\015\012High pressure plasma processing\015\012Design of plasma troches and jet characteristics, plasma\015\012devices for different applications, plasma spray\015\012deposition process, coating characterization,\015\012applications for ceramics and metal coatings, low\015\012pressure plasma spray process, comparison with cold\015\012spray process and high velocity oxy fuel flames,\015\012reactive plasma synthesis, inflight processes, mineral\015\012processing, cutting, plasma pyrolysis and applications in metallurgy. Plasma technology in renewable energy		
MM 725	Tribology of Materials	6	T 	3	0	0	0	N	""	Raymond G. Bayer: Engineering Design for Wear,CRC\015\012Press, 2004, 2nd edition.\015\012Bharat Bhushan: Introduction to Tribology, Wiley, 2013,\015\0122nd edition.\015\012Kenneth Holmberg, Allan Matthews: Coatings\015\012Tribology, Elsevier, 2009, 1st edition.	This course will start with analytical solutions of\015\012contact stresses and deformations at surfaces and delve\015\012on various wear mechanisms: adhesive, abrasive,\015\012fatigue, impact, chemical and fretting wear.\015\012Macromechanical vs micromechanical tribology\015\012processes will be contrasted and ways of quantifying\015\012wear will be discussed. Use of coatings as a way to\015\012reduce wear will be discussed in detail with respect to\015\012deposition processes and coating structures,\015\012characterization of coatings and selection. Engineering\015\012design for wear, effect of microstructure and wear\015\012induced microstructural change will be discussed in\015\012detail for metals, polymers, ceramics and composites.\015\012Case studies will be used to highlight critical design\015\012criteria for wear		
